ts_code,name,industry
600745.SH,*ST闻泰,半导体
600750.SH,华润江中,中成药
600754.SH,锦江酒店,酒店餐饮
600755.SH,厦门国贸,仓储物流
600759.SH,ST洲际,石油开采
600760.SH,中航沈飞,航空
600761.SH,安徽合力,工程机械
600763.SH,通策医疗,医疗保健
600764.SH,中国海防,船舶
600765.SH,中航重机,航空
600773.SH,西藏城投,区域地产
600779.SH,水井坊,白酒
600783.SH,鲁信创投,专用机械
600787.SH,中储股份,仓储物流
600795.SH,国电电力,火力发电
600801.SH,华新建材,水泥
600803.SH,新奥股份,供气供热
600808.SH,马钢股份,普钢
600809.SH,山西汾酒,白酒
600816.SH,建元信托,多元金融
600820.SH,隧道股份,建筑工程
600827.SH,百联股份,超市连锁
600835.SH,上海机电,运输设备
600839.SH,四川长虹,家用电器
600845.SH,宝信软件,软件服务
600848.SH,上海临港,园区开发
600850.SH,电科数字,软件服务
600859.SH,王府井,百货
600862.SH,中航高科,航空
600863.SH,华能蒙电,火力发电
600864.SH,哈投股份,证券
600867.SH,通化东宝,生物制药
600869.SH,远东股份,电气设备
600871.SH,石化油服,石油开采
600872.SH,中炬高新,食品
600873.SH,梅花生物,食品
600875.SH,东方电气,电气设备
600877.SH,电科芯片,半导体
600879.SH,航天电子,航空
600882.SH,妙可蓝多,乳制品
600884.SH,杉杉股份,电气设备
600885.SH,宏发股份,电气设备
600886.SH,国投电力,水力发电
600887.SH,伊利股份,乳制品
600893.SH,航发动力,航空
600895.SH,张江高科,园区开发
600900.SH,长江电力,水力发电
600901.SH,江苏金租,多元金融
600905.SH,三峡能源,新型电力
600906.SH,财达证券,证券
600909.SH,华安证券,证券
600916.SH,中国黄金,服饰
600918.SH,中泰证券,证券
600919.SH,江苏银行,银行
600926.SH,杭州银行,银行
600927.SH,永安期货,多元金融
600928.SH,西安银行,银行
600930.SH,华电新能,新型电力
600933.SH,爱柯迪,汽车配件
600938.SH,中国海油,石油开采
600941.SH,中国移动,电信运营
600956.SH,新天绿能,供气供热
600958.SH,东方证券,证券
600959.SH,江苏有线,影视音像
600961.SH,株冶集团,铅锌
600967.SH,内蒙一机,运输设备
600968.SH,海油发展,石油开采
600970.SH,中材国际,建筑工程
600977.SH,中国电影,影视音像
600985.SH,淮北矿业,煤炭开采
600986.SH,浙文互联,互联网
600988.SH,赤峰黄金,黄金
600989.SH,宝丰能源,化工原料
600995.SH,南网储能,水力发电
600998.SH,九州通,医药商业
600999.SH,招商证券,证券
601000.SH,唐山港,港口
601001.SH,晋控煤业,煤炭开采
601003.SH,柳钢股份,普钢
601006.SH,大秦铁路,铁路
601009.SH,南京银行,银行
601012.SH,隆基绿能,电气设备
601016.SH,节能风电,新型电力
601018.SH,宁波港,港口
601019.SH,山东出版,出版业
601020.SH,华钰矿业,铅锌
601021.SH,春秋航空,空运
601058.SH,赛轮轮胎,汽车配件
601059.SH,信达证券,证券
601061.SH,中信金属,商贸代理
601066.SH,中信建投,证券
601069.SH,西部黄金,黄金
601077.SH,渝农商行,银行
601088.SH,中国神华,煤炭开采
601098.SH,中南传媒,出版业
601099.SH,太平洋,证券
601100.SH,恒立液压,工程机械
601106.SH,中国一重,工程机械
601107.SH,四川成渝,路桥
601108.SH,财通证券,证券
601111.SH,中国国航,空运
601117.SH,中国化学,建筑工程
601118.SH,海南橡胶,橡胶
601126.SH,四方股份,电气设备
601127.SH,赛力斯,汽车整车
601128.SH,常熟银行,银行
601136.SH,首创证券,证券
601137.SH,博威合金,小金属
601138.SH,工业富联,通信设备
601139.SH,深圳燃气,供气供热
601155.SH,新城控股,区域地产
601156.SH,东航物流,仓储物流
601158.SH,重庆水务,水务
601162.SH,天风证券,证券
601166.SH,兴业银行,银行
601168.SH,西部矿业,铜
601169.SH,北京银行,银行
601179.SH,中国西电,电气设备
601186.SH,中国铁建,建筑工程
601187.SH,厦门银行,银行
601198.SH,东兴证券,证券
601208.SH,东材科技,化工原料
601211.SH,国泰海通,证券
601212.SH,白银有色,铜
601216.SH,君正集团,化工原料
601225.SH,陕西煤业,煤炭开采
601228.SH,广州港,港口
601229.SH,上海银行,银行
601231.SH,环旭电子,元器件
601233.SH,桐昆股份,化纤
601236.SH,红塔证券,证券
601238.SH,广汽集团,汽车整车
601288.SH,农业银行,银行
601298.SH,青岛港,港口
601318.SH,中国平安,保险
601319.SH,中国人保,保险
601326.SH,秦港股份,港口
601328.SH,交通银行,银行
601333.SH,广深铁路,铁路
601336.SH,新华保险,保险
601360.SH,三六零,互联网
601369.SH,陕鼓动力,机械基件
601375.SH,中原证券,证券
601377.SH,兴业证券,证券
601390.SH,中国中铁,建筑工程
601398.SH,工商银行,银行
601399.SH,国机重装,工程机械
601456.SH,国联民生,证券
601519.SH,大智慧,软件服务
601555.SH,东吴证券,证券
601567.SH,三星电气,电气设备
601568.SH,北元化工,化工原料
601577.SH,长沙银行,银行
601595.SH,上海电影,影视音像
601598.SH,中国外运,仓储物流
601600.SH,中国铝业,铝
601601.SH,中国太保,保险
601606.SH,长城军工,专用机械
601607.SH,上海医药,医药商业
601608.SH,中信重工,专用机械
601609.SH,金田股份,铜
601611.SH,中国核建,建筑工程
601615.SH,明阳智能,电气设备
601618.SH,中国中冶,建筑工程
601628.SH,中国人寿,保险
601633.SH,长城汽车,汽车整车
601636.SH,旗滨集团,玻璃
601658.SH,邮储银行,银行
601665.SH,齐鲁银行,银行
601666.SH,平煤股份,煤炭开采
601668.SH,中国建筑,建筑工程
601669.SH,中国电建,建筑工程
601677.SH,明泰铝业,铝
601688.SH,华泰证券,证券
601689.SH,拓普集团,汽车配件
601696.SH,中银证券,证券
601698.SH,中国卫通,电信运营
601699.SH,潞安环能,煤炭开采
601702.SH,华峰铝业,铝
601717.SH,中创智领,专用机械
601718.SH,ST际华,服饰
601727.SH,上海电气,电气设备
601728.SH,中国电信,电信运营
601766.SH,中国中车,运输设备
601777.SH,千里科技,摩托车
601778.SH,晶科科技,新型电力
601788.SH,光大证券,证券
601799.SH,星宇股份,汽车配件
601800.SH,中国交建,建筑工程
601808.SH,中海油服,石油开采
601816.SH,京沪高铁,铁路
601818.SH,光大银行,银行
601825.SH,沪农商行,银行
601827.SH,三峰环境,环境保护
601838.SH,成都银行,银行
601857.SH,中国石油,石油开采
601858.SH,中国科传,出版业
601865.SH,福莱特,玻璃
601866.SH,中远海发,水运
601868.SH,中国能建,建筑工程
601869.SH,长飞光纤,通信设备
601872.SH,招商轮船,水运
601877.SH,正泰电器,电气设备
601878.SH,浙商证券,证券
601880.SH,辽港股份,港口
601881.SH,中国银河,证券
601888.SH,中国中免,旅游服务
601898.SH,中煤能源,煤炭开采
601899.SH,紫金矿业,铜
601900.SH,南方传媒,出版业
601901.SH,方正证券,证券
601916.SH,浙商银行,银行
601918.SH,新集能源,煤炭开采
601919.SH,中远海控,水运
601921.SH,浙版传媒,出版业
601928.SH,凤凰传媒,出版业
601933.SH,永辉超市,超市连锁
601939.SH,建设银行,银行
601952.SH,苏垦农发,种植业
601958.SH,金钼股份,小金属
601963.SH,重庆银行,银行
601965.SH,中国汽研,汽车服务
601966.SH,玲珑轮胎,汽车配件
601969.SH,海南矿业,普钢
601975.SH,招商南油,水运
601985.SH,中国核电,新型电力
601988.SH,中国银行,银行
601989.SH,601989.SH,
601990.SH,南京证券,证券
601991.SH,大唐发电,火力发电
601995.SH,中金公司,证券
601997.SH,贵阳银行,银行
601998.SH,中信银行,银行
603000.SH,人民网,互联网
603002.SH,宏昌电子,化工原料
603005.SH,晶方科技,半导体
603009.SH,北特科技,汽车配件
603019.SH,中科曙光,IT设备
603025.SH,大豪科技,纺织机械
603026.SH,石大胜华,化工原料
603031.SH,安孚科技,电气设备
603039.SH,泛微网络,软件服务
603056.SH,603056.SH,
603061.SH,金海通,半导体
603063.SH,禾望电气,电气设备
603067.SH,振华股份,化工原料
603077.SH,和邦生物,化工原料
603083.SH,剑桥科技,通信设备
603087.SH,甘李药业,生物制药
603115.SH,海星股份,铝
603119.SH,浙江荣泰,汽车配件
603127.SH,昭衍新药,医疗保健
603129.SH,春风动力,摩托车
603132.SH,金徽股份,铅锌
603156.SH,养元饮品,软饮料
603160.SH,汇顶科技,半导体
603171.SH,税友股份,软件服务
603179.SH,新泉股份,汽车配件
603185.SH,弘元绿能,电气设备
603186.SH,华正新材,元器件
603195.SH,公牛集团,家用电器
603198.SH,迎驾贡酒,白酒
603225.SH,新凤鸣,化纤
603228.SH,景旺电子,元器件
603233.SH,大参林,医药商业
603236.SH,移远通信,通信设备
603256.SH,宏和科技,玻璃
603259.SH,药明康德,化学制药
603260.SH,合盛硅业,化工原料
603268.SH,松发股份,船舶
603288.SH,海天味业,食品
603290.SH,斯达半导,半导体
603296.SH,华勤技术,元器件
603298.SH,杭叉集团,工程机械
603300.SH,海南华铁,多元金融
603301.SH,振德医疗,医疗保健
603305.SH,旭升集团,汽车配件
603306.SH,华懋科技,汽车配件
603308.SH,应流股份,机械基件
603337.SH,杰克科技,纺织机械
603338.SH,浙江鼎力,工程机械
603345.SH,安井食品,食品
603355.SH,莱克电气,家用电器
603358.SH,华达科技,汽车配件
603360.SH,百傲化学,农药化肥
603369.SH,今世缘,白酒
603379.SH,三美股份,化工原料
603392.SH,万泰生物,生物制药
603444.SH,吉比特,互联网
603456.SH,九洲药业,医疗保健
603486.SH,科沃斯,家用电器
603501.SH,豪威集团,半导体
603516.SH,淳中科技,IT设备
603529.SH,爱玛科技,摩托车
603530.SH,神马电力,电气设备
603556.SH,海兴电力,电器仪表
603565.SH,中谷物流,水运
603568.SH,伟明环保,环境保护
603583.SH,捷昌驱动,电气设备
603588.SH,高能环境,环境保护
603589.SH,口子窖,白酒
603596.SH,伯特利,汽车配件
603601.SH,再升科技,玻璃
603605.SH,珀莱雅,日用化工
603606.SH,东方电缆,电气设备
603613.SH,国联股份,互联网
603618.SH,杭电股份,电气设备
603629.SH,利通电子,元器件
603638.SH,艾迪精密,专用机械
603650.SH,彤程新材,化工原料
603658.SH,安图生物,医疗保健
603659.SH,璞泰来,化工原料
603662.SH,柯力传感,电器仪表
603663.SH,三祥新材,小金属
603667.SH,五洲新春,机械基件
603678.SH,火炬电子,元器件
603688.SH,石英股份,矿物制品
603693.SH,江苏新能,新型电力
603698.SH,航天工程,专用机械
603699.SH,纽威股份,机械基件
603707.SH,健友股份,生物制药
603712.SH,七一二,通信设备
603728.SH,鸣志电器,电气设备
603730.SH,岱美股份,汽车配件
603733.SH,仙鹤股份,造纸
603737.SH,三棵树,染料涂料
603766.SH,隆鑫通用,摩托车
603773.SH,沃格光电,元器件
603786.SH,科博达,汽车配件
603799.SH,华友钴业,小金属
603806.SH,福斯特,塑料
603816.SH,顾家家居,家居用品
603826.SH,坤彩科技,染料涂料
603833.SH,欧派家居,家居用品
603858.SH,步长制药,中成药
603868.SH,飞科电器,家用电器
603871.SH,嘉友国际,仓储物流
603876.SH,鼎胜新材,铝
603881.SH,数据港,软件服务
603882.SH,金域医学,医疗保健
603883.SH,老百姓,医药商业
603885.SH,吉祥航空,空运
603893.SH,瑞芯微,半导体
603899.SH,晨光股份,文教休闲
603920.SH,世运电路,元器件
603927.SH,中科软,软件服务
603929.SH,亚翔集成,装修装饰
603939.SH,益丰药房,医药商业
603950.SH,长源东谷,汽车配件
603979.SH,金诚信,铜
603983.SH,丸美生物,日用化工
603986.SH,兆易创新,半导体
603992.SH,松霖科技,家居用品
603993.SH,洛阳钼业,小金属
603997.SH,继峰股份,汽车配件
605090.SH,九丰能源,供气供热
605099.SH,共创草坪,文教休闲
605111.SH,新洁能,半导体
605117.SH,德业股份,电气设备
605118.SH,力鼎光电,元器件
605196.SH,华通线缆,电气设备
605198.SH,安德利,软饮料
605296.SH,神农集团,农业综合
605358.SH,立昂微,半导体
605376.SH,博迁新材,小金属
605499.SH,东鹏饮料,软饮料
605589.SH,圣泉集团,化工原料
605599.SH,菜百股份,服饰
688001.SH,华兴源创,专用机械
688002.SH,睿创微纳,通信设备
688003.SH,天准科技,专用机械
688005.SH,容百科技,电气设备
688006.SH,杭可科技,电气设备
688008.SH,澜起科技,半导体
688009.SH,中国通号,运输设备
688012.SH,中微公司,半导体
688017.SH,绿的谐波,机械基件
688018.SH,乐鑫科技,半导体
688019.SH,安集科技,半导体
688025.SH,杰普特,专用机械
688027.SH,国盾量子,通信设备
688029.SH,南微医学,医疗保健
688031.SH,星环科技,软件服务
688036.SH,传音控股,通信设备
688037.SH,芯源微,半导体
688041.SH,海光信息,半导体
688047.SH,龙芯中科,半导体
688048.SH,长光华芯,半导体
688050.SH,爱博医疗,医疗保健
688052.SH,纳芯微,半导体
688063.SH,派能科技,电气设备
688065.SH,凯赛生物,化工原料
688068.SH,热景生物,医疗保健
688072.SH,拓荆科技,半导体
688082.SH,盛美上海,半导体
688088.SH,虹软科技,软件服务
688091.SH,上海谊众,化学制药
688097.SH,博众精工,专用机械
688099.SH,晶晨股份,半导体
688100.SH,威胜信息,通信设备
688102.SH,斯瑞新材,铜
688110.SH,东芯股份,半导体
688111.SH,金山办公,软件服务
688114.SH,华大智造,医疗保健
688116.SH,天奈科技,化工原料
688120.SH,华海清科,半导体
688122.SH,西部超导,小金属
688123.SH,聚辰股份,半导体
688125.SH,安达智能,专用机械
688126.SH,沪硅产业,半导体
688127.SH,蓝特光学,元器件
688131.SH,皓元医药,化学制药
688141.SH,杰华特,半导体
688143.SH,长盈通,通信设备
688146.SH,中船特气,半导体
688147.SH,微导纳米,专用机械
688150.SH,莱特光电,元器件
688166.SH,博瑞医药,化学制药
688167.SH,炬光科技,元器件
688169.SH,石头科技,家用电器
688172.SH,燕东微,半导体
688180.SH,君实生物,生物制药
688183.SH,生益电子,元器件
688187.SH,时代电气,运输设备
688188.SH,柏楚电子,专用机械
688192.SH,迪哲医药,生物制药
688195.SH,腾景科技,元器件
688198.SH,佰仁医疗,医疗保健
688200.SH,华峰测控,半导体
688205.SH,德科立,通信设备
688206.SH,概伦电子,半导体
688208.SH,道通科技,IT设备
688213.SH,思特威,半导体
688220.SH,翱捷科技,半导体
688223.SH,晶科能源,电气设备
688234.SH,天岳先进,半导体
688235.SH,百济神州,生物制药
688248.SH,南网科技,电气设备
688249.SH,晶合集成,半导体
688256.SH,寒武纪,半导体
688257.SH,新锐股份,机械基件
688266.SH,泽璟制药,生物制药
688268.SH,华特气体,化工原料
688270.SH,ST臻镭,半导体
688271.SH,联影医疗,医疗保健
688275.SH,万润新能,电气设备
688278.SH,特宝生物,生物制药
688279.SH,峰岹科技,半导体
688281.SH,华秦科技,航空
688295.SH,中复神鹰,化纤
688297.SH,中无人机,航空
688300.SH,联瑞新材,矿物制品
688301.SH,奕瑞科技,医疗保健
688303.SH,大全能源,电气设备
688306.SH,均普智能,专用机械
688308.SH,欧科亿,机械基件
688313.SH,仕佳光子,通信设备
688318.SH,财富趋势,软件服务
688321.SH,微芯生物,化学制药
688322.SH,奥比中光,元器件
688331.SH,荣昌生物,生物制药
688333.SH,铂力特,机械基件
688336.SH,三生国健,生物制药
688343.SH,云天励飞,软件服务
688347.SH,华虹宏力,半导体
688349.SH,三一重能,电气设备
688353.SH,华盛锂电,化工原料
688361.SH,中科飞测,半导体
688362.SH,甬矽电子,半导体
688363.SH,华熙生物,医疗保健
688368.SH,晶丰明源,半导体
688372.SH,伟测科技,半导体
688375.SH,国博电子,元器件
688380.SH,中微半导,半导体
688382.SH,益方生物,生物制药
688385.SH,复旦微电,半导体
688387.SH,信科移动,通信设备
688388.SH,嘉元科技,电气设备
688390.SH,固德威,电气设备
688396.SH,华润微,半导体
688400.SH,凌云光,专用机械
688403.SH,汇成股份,半导体
688409.SH,富创精密,半导体
688411.SH,海博思创,电气设备
688425.SH,铁建重工,工程机械
688432.SH,有研硅,半导体
688433.SH,华曙高科,专用机械
688449.SH,联芸科技,半导体
688469.SH,芯联集成,半导体
688472.SH,阿特斯,电气设备
688475.SH,萤石网络,IT设备
688498.SH,源杰科技,半导体
688502.SH,茂莱光学,元器件
688503.SH,聚和材料,电气设备
688506.SH,百利天恒,化学制药
688516.SH,奥特维,专用机械
688519.SH,南亚新材,元器件
688520.SH,神州细胞,生物制药
688521.SH,芯原股份,半导体
688525.SH,佰维存储,半导体
688531.SH,日联科技,专用机械
688536.SH,思瑞浦,半导体
688538.SH,和辉光电,半导体
688548.SH,广钢气体,化工原料
688561.SH,奇安信,软件服务
688567.SH,孚能科技,电气设备
688568.SH,中科星图,软件服务
688578.SH,艾力斯,化学制药
688582.SH,芯动联科,元器件
688585.SH,上纬新材,化工原料
688599.SH,天合光能,电气设备
688608.SH,恒玄科技,半导体
688615.SH,合合信息,软件服务
688617.SH,惠泰医疗,医疗保健
688625.SH,呈和科技,化工原料
688627.SH,精智达,专用机械
688629.SH,华丰科技,元器件
688630.SH,芯碁微装,专用机械
688660.SH,电气风电,电气设备
688668.SH,鼎通科技,通信设备
688676.SH,金盘科技,电气设备
688686.SH,奥普特,电器仪表
688692.SH,达梦数据,软件服务
688698.SH,伟创电气,电气设备
688700.SH,东威科技,专用机械
688702.SH,盛科通信,半导体
688728.SH,格科微,半导体
688766.SH,普冉股份,半导体
688772.SH,珠海冠宇,电气设备
688777.SH,中控技术,专用机械
688778.SH,厦钨新能,电气设备
688779.SH,五矿新能,电气设备
688789.SH,宏华数科,专用机械
688795.SH,摩尔线程,半导体
688800.SH,瑞可达,元器件
688808.SH,联讯仪器,电器仪表
688819.SH,天能股份,电气设备
688820.SH,盛合晶微,半导体
688981.SH,中芯国际,半导体
689009.SH,九号公司,摩托车
